Scheme Code,Scheme_Name,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,NAV,Repurchase Price,Sale Price,Date,Rolling_Volatility
,ICICI Prudential Fixed Maturity Plan - Series 88 - 1303 Days Plan S - IDCW,,,11.6078,,,2025-03-17,
,NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 8 - IDCW Option,,,15.8293,,,2025-03-17,
,Nippon India Fixed Horizon Fund XLI - Series 8 - Direct Plan - Growth Option,,,16.1105,,,2025-03-17,
,Nippon India Fixed Horizon Fund XLI - Series 8 - Growth Option,,,15.8293,,,2025-03-17,
,Nippon India Fixed Horizon Fund - XLIII - Series 1 - Direct Plan - Income Distribution Cum Capital Withdrawal Plan,,,12.3467,,,2025-03-17,
,Nippon India Fixed Horizon Fund - XLIII - Series 1 - Regular Plan - Growth Option,,,12.2381,,,2025-03-17,
,Nippon India Fixed Horizon Fund - XLIII - Series 1 - Regular Plan - Income Distribution cum Capital Withdrawal Plan,,,12.2381,,,2025-03-17,
,Nippon India Fixed Horizon Fund - XLIII - Series 1- Direct Plan - Growth Option,,,12.3467,,,2025-03-17,
,Nippon India Fixed Horizon Fund-XLIII-Series 5- Direct Plan-Growth Option,,,12.2884,,,2025-03-17,
,Nippon India Fixed Horizon Fund-XLIII-Series 5- Direct Plan-Payout of IDCW,,,12.2884,,,2025-03-17,
,Nippon India Fixed Horizon Fund-XLIII-Series 5- Regular Plan-Growth Option,,,12.2138,,,2025-03-17,
,Nippon India Fixed Horizon Fund-XLIII-Series 5- Regular Plan-Payout of IDCW,,,12.2138,,,2025-03-17,
,Nippon India Fixed Horizon Fund-XLIV-Series 1-Direct Plan-Growth Option,,,12.135,,,2025-03-17,
,Nippon India Fixed Horizon Fund-XLIV-Series 1-Direct Plan-Payout of IDCW,,,12.1351,,,2025-03-17,
,Nippon India Fixed Horizon Fund-XLIV-Series 1-Regular Plan-Growth Option,,,12.0748,,,2025-03-17,
,Nippon India Fixed Horizon Fund-XLIV-Series 1-Regular Plan-Payout of IDCW,,,12.0748,,,2025-03-17,
,Nippon India Fixed Horizon Fund - XLIV - Series 4-Direct Plan-Growth Option,,,11.7329,,,2025-03-17,
,Nippon India Fixed Horizon Fund - XLIV - Series 4-Regular Plan-Growth Option,,,11.6788,,,2025-03-17,
,Nippon India Fixed Horizon Fund - XLIV - Series 4-Regular Plan-Payout of IDCW,,,11.6788,,,2025-03-17,
,Nippon India Fixed Horizon Fund-XLV-Series 4-Direct Plan-Growth Option,,,11.5335,,,2025-03-17,
,Nippon India Fixed Horizon Fund-XLV-Series 4-Direct Plan-Payout of IDCW,,,11.5335,,,2025-03-17,
,Nippon India Fixed Horizon Fund-XLV-Series 4-Regular Plan-Growth Option,,,11.4883,,,2025-03-17,
,NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 8 - DIRECT Plan - IDCW Option,,,16.1105,,,2025-03-17,
,ICICI Prudential Fixed Maturity Plan - Series 88 - 1303 Days Plan S - Growth,,,11.6078,,,2025-03-17,
,Kotak FMP Series 310 - Regular Plan - IDCW Payout option,,,11.4718,,,2025-03-17,
,Kotak FMP Series 310 - Direct Plan - Growth Option,,,11.5298,,,2025-03-17,
,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Direct - Growth,,,12.1235,,,2025-03-17,
,Kotak FMP Series 292 - Direct Plan - Growth,,,12.3581,,,2025-03-17,
,Kotak FMP Series 292 - Direct Plan - IDCW Payout,,,12.3582,,,2025-03-17,
,Kotak FMP Series 292 - Regular Plan - Growth,,,12.2255,,,2025-03-17,
,Kotak FMP Series 292 - Regular Plan - IDCW Payout,,,12.2255,,,2025-03-17,
,Kotak FMP Series 300 - Direct Plan - Growth,,,11.7369,,,2025-03-17,
,Kotak FMP Series 300 - Direct Plan - IDCW Payout,,,11.737,,,2025-03-17,
,Kotak FMP Series 300 - Regular Plan - Growth,,,11.7103,,,2025-03-17,
,Kotak FMP Series 300 - Regular Plan - IDCW Payout,,,11.7107,,,2025-03-17,
,Kotak FMP Series 304-Direct Plan-Growth Option,,,12.1053,,,2025-03-17,
,Kotak FMP Series 304-Direct Plan-Payout of IDCW,,,12.1044,,,2025-03-17,
,Kotak FMP Series 304-Regular Plan-Growth Option,,,12.0967,,,2025-03-17,
,Kotak FMP Series 304-Regular Plan-Payout of IDCW,,,12.0966,,,2025-03-17,
,Kotak FMP Series 305 - Direct Plan - Growth,,,11.6827,,,2025-03-17,
,Kotak FMP Series 305 - Direct Plan - IDCW,,,11.6826,,,2025-03-17,
,Kotak FMP Series 305 - Regular Plan - Growth,,,11.6449,,,2025-03-17,
,Kotak FMP Series 305 - Regular Plan - IDCW,,,11.6449,,,2025-03-17,
,Kotak FMP Series 308 - Direct Plan - Growth,,,11.6595,,,2025-03-17,
,Kotak FMP Series 308 - Direct Plan - IDCW Payout,,,11.6589,,,2025-03-17,
,Kotak FMP Series 308 - Regular Plan - Growth,,,11.5868,,,2025-03-17,
,Kotak FMP Series 308 - Regular Plan - IDCW Payout,,,11.5868,,,2025-03-17,
,Kotak FMP Series 310 - Regular Plan - Growth Option,,,11.4722,,,2025-03-17,
,Nippon India Fixed Horizon Fund-XLV-Series 4-Regular Plan-Payout of IDCW,,,11.4883,,,2025-03-17,
,HDFC FMP 1204D December - IDCW Option,,,11.6534,,,2025-03-17,
,HDFC FMP 1204D December - Growth Option,,,11.6534,,,2025-03-17,
,Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Direct Plan - Growth Option,,,12.484,,,2025-03-17,
,Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Direct Plan - Payout of IDCW option,,,12.4861,,,2025-03-17,
,Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Regular Plan - Growth Option,,,12.4377,,,2025-03-17,
,Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Regular Plan - Payout of IDCW option,,,12.4378,,,2025-03-17,
,Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Direct Plan - Growth Option,,,12.4813,,,2025-03-17,
,Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Direct Plan - Payout of IDCW Option,,,12.4826,,,2025-03-17,
,Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Regular Plan - Growth Option,,,12.4379,,,2025-03-17,
,Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Regular Plan - Payout of IDCW Option,,,12.4379,,,2025-03-17,
,Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Direct Plan - Growth Option,,,12.0454,,,2025-03-17,
,Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Regular Plan - Growth Option,,,12.0208,,,2025-03-17,
,Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Regular Plan - Payout of IDCW option,,,12.0204,,,2025-03-17,
,Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Direct Plan Growth Option,,,11.7365,,,2025-03-17,
,Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Regular Plan - Payout of IDCW Option,,,11.71,,,2025-03-17,
,Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days)- Regular Plan - Growth Option,,,11.7101,,,2025-03-17,
,Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Direct Plan - Growth Option,,,11.552,,,2025-03-17,
,Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Direct Plan - Payout of IDCW Option,,,11.5595,,,2025-03-17,
,Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Regular Plan - Growth Option,,,11.5292,,,2025-03-17,
,Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Regular Plan - Payout of IDCW Option,,,11.5303,,,2025-03-17,
,Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Growth - Regular Plan,,,33.3355,,,2025-03-17,
,Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - institutional - IDCW,,,10.0314,,,2025-03-17,
,Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Regular - IDCW,,,10.0313,,,2025-03-17,
,UTI - Master Equity Plan Unit Scheme,,,205.6134,,,2025-03-17,
,Aditya Birla Sun Life Interval Income Fund - Quarterly Series I - Growth - Direct Plan,,,33.5438,,,2025-03-17,
,Sundaram Long Term Tax Advantage Fund Series II Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,24.61,,,2025-03-17,
,Sundaram Long Term Tax Advantage Fund Series II Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,25.4906,,,2025-03-17,
,Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Direct Plan - Growth,,,22.7522,,,2025-03-17,
,Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,22.0209,,,2025-03-17,
,Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Regular Plan - Growth,,,21.7226,,,2025-03-17,
,Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,20.9935,,,2025-03-17,
,Sundaram Long Term Micro Cap Tax Advantage Fund Series V Direct Plan - Growth,,,23.3798,,,2025-03-17,
,Sundaram Long Term Micro Cap Tax Advantage Fund Series V Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,22.2588,,,2025-03-17,
,Sundaram Long Term Micro Cap Tax Advantage Fund Series V Regular Plan - Growth,,,22.7489,,,2025-03-17,
,Sundaram Long Term Micro Cap Tax Advantage Fund Series V Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,21.6311,,,2025-03-17,
,Sundaram Long Term Tax Advantage Fund Series I Direct Plan - Growth,,,31.6744,,,2025-03-17,
,Sundaram Long Term Tax Advantage Fund Series I Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,25.1536,,,2025-03-17,
,Sundaram Long Term Tax Advantage Fund Series I Regular Plan - Growth,,,30.9297,,,2025-03-17,
,Sundaram Long Term Tax Advantage Fund Series I Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,24.446,,,2025-03-17,
,Sundaram Long Term Tax Advantage Fund Series III Direct Plan - Growth,,,23.768,,,2025-03-17,
,Sundaram Long Term Tax Advantage Fund Series III Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,22.6271,,,2025-03-17,
,Sundaram Long Term Tax Advantage Fund Series III Regular Plan - Growth,,,23.043,,,2025-03-17,
,Sundaram Long Term Tax Advantage Fund Series III Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,21.9055,,,2025-03-17,
,Sundaram Long Term Tax Advantage Fund Series IV Direct Plan - Growth,,,27.369,,,2025-03-17,
,Sundaram Long Term Tax Advantage Fund Series IV Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,25.146,,,2025-03-17,
,Sundaram Long Term Tax Advantage Fund Series IV Regular Plan - Growth,,,26.8544,,,2025-03-17,
,Sundaram Long Term Tax Advantage Fund Series IV Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,24.6432,,,2025-03-17,
,Sundaram Long Term Tax Advantage Fund Series II Direct Plan - Growth,,,32.9938,,,2025-03-17,
,Sundaram Long Term Tax Advantage Fund Series II Regular Plan - Growth,,,32.0257,,,2025-03-17,
,HDFC FMP 1204D December - Growth Option - Direct Plan,,,11.7183,,,2025-03-17,
,Axis Fixed Term Plan - Series 112 (1143 Days) - Direct Plan - Growth,,,11.6967,,,2025-03-17,
,Axis Fixed Term Plan - Series 112 (1143 Days) - Regular Plan -  Half Yearly IDCW Payout,,,11.6451,,,2025-03-17,
,DSP FMP Series - 268 - 1281 Days - Regular - IDCW,,,11.8121,,,2025-03-17,
,DSP FMP Series - 270 - 1144 Days - Direct - Growth,,,11.6403,,,2025-03-17,
,DSP FMP Series - 270 - 1144 Days - Direct - IDCW,,,11.6407,,,2025-03-17,
,DSP FMP Series - 270 - 1144 Days - Regular - Growth,,,11.6164,,,2025-03-17,
,DSP FMP Series - 270 - 1144 Days - Regular - IDCW,,,11.6164,,,2025-03-17,
,HDFC Charity Fund for Cancer Cure - IDCW Option - 50% IDCW Donation Option,,,10.3188,,,2025-03-17,
,HDFC Charity Fund for Cancer Cure - IDCW Option - 75% IDCW Donation Option,,,10.3188,,,2025-03-17,
,HDFC Charity Fund for Cancer Cure - IDCW Option - Direct Plan - 50% IDCW Donation Option,,,10.3188,,,2025-03-17,
,HDFC Charity Fund for Cancer Cure - IDCW Option - Direct Plan - 75% IDCW Donation Option,,,10.3188,,,2025-03-17,
,HDFC FMP 1158D July 2022 - Growth Option,,,11.9372,,,2025-03-17,
,HDFC FMP 1158D July 2022 - Growth Option - Direct Plan,,,12.0231,,,2025-03-17,
,HDFC FMP 1158D July 2022 - IDCW Option,,,11.9372,,,2025-03-17,
,HDFC FMP 1158D July 2022 - IDCW Option - Direct Plan,,,12.0231,,,2025-03-17,
,HDFC FMP 1158D July 2022 - Quarterly IDCW Option,,,10.1547,,,2025-03-17,
,HDFC FMP 1158D July 2022 - Quarterly IDCW Option - Direct Plan,,,10.1614,,,2025-03-17,
,HDFC FMP 1162D March 2022 - Growth Option,,,11.861,,,2025-03-17,
,HDFC FMP 1162D March 2022 - Growth Option - Direct Plan,,,11.9147,,,2025-03-17,
,HDFC FMP 1162D March 2022 - IDCW Option,,,11.861,,,2025-03-17,
,HDFC FMP 1162D March 2022 - IDCW Option - Direct Plan,,,11.9147,,,2025-03-17,
,HDFC FMP 1162D March 2022 - Quarterly Dividend Option,,,10.1551,,,2025-03-17,
,HDFC FMP 1162D March 2022 - Quarterly Dividend Option - Direct Plan,,,10.1588,,,2025-03-17,
,DSP FMP Series - 268 - 1281 Days - Regular - Growth,,,11.8121,,,2025-03-17,
,Axis Fixed Term Plan - Series 112 (1143 Days) - Regular  Plan - Growth,,,11.6451,,,2025-03-17,
,DSP FMP Series - 268 - 1281 Days - Direct - IDCW,,,11.8521,,,2025-03-17,
,DSP FMP Series - 267 - 1246 Days - Regular - IDCW,,,11.829,,,2025-03-17,
,Axis Fixed Term Plan - Series 112 (1143 Days) - Regular Plan - Quarterly IDCW Payout,,,11.6454,,,2025-03-17,
,Axis Fixed Term Plan - Series 113 (1228 Days) - Direct Plan - Growth,,,11.5492,,,2025-03-17,
,Axis Fixed Term Plan - Series 113 (1228 Days) - Direct Plan - Quarterly IDCW,,,11.5492,,,2025-03-17,
,Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Growth,,,11.495,,,2025-03-17,
,Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Half Yearly IDCW,,,11.495,,,2025-03-17,
,Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Quarterly IDCW,,,11.4987,,,2025-03-17,
,Bandhan Fixed Maturity Plan (FMP) - Series 209 (93 Days) - Direct Plan - Growth,,,10.0644,,,2025-03-17,
,Bandhan Fixed Maturity Plan (FMP) - Series 209 (93 Days) - Direct Plan - IDCW,,,10.0644,,,2025-03-17,
,Bandhan Fixed Maturity Plan (FMP) - Series 209 (93 Days) - Regular Plan - Growth,,,10.0634,,,2025-03-17,
,Bandhan Fixed Maturity Plan (FMP) - Series 209 (93 Days) - Regular Plan - IDCW,,,10.0634,,,2025-03-17,
,BANDHAN Fixed Term Plan Series 179 DIRECT PLAN HALF YEARLY-IDCW (3652 days),,,11.5388,,,2025-03-17,
,BANDHAN Fixed Term Plan Series 179 DIRECT PLAN-GROWTH (3652 days),,,16.4292,,,2025-03-17,
,BANDHAN Fixed Term Plan Series 179 REGULAR PLAN PERIODIC-IDCW (3652 days),,,13.9356,,,2025-03-17,
,BANDHAN Fixed Term Plan Series 179 REGULAR PLAN-GROWTH (3652 days),,,16.1841,,,2025-03-17,
,DSP FMP Series - 264 - 60M - 17D - Direct - Growth,,,12.2093,,,2025-03-17,
,DSP FMP Series - 264 - 60M - 17D - Direct - IDCW,,,12.2093,,,2025-03-17,
,DSP FMP Series - 264 - 60M - 17D - Regular - IDCW,,,12.1448,,,2025-03-17,
,DSP FMP Series - 264 - 60M - 17D - Regular Plan - Growth,,,12.1453,,,2025-03-17,
,DSP FMP Series - 267 - 1246 Days - Direct - Growth,,,11.8595,,,2025-03-17,
,DSP FMP Series - 267 - 1246 Days - Direct - IDCW,,,11.8594,,,2025-03-17,
,DSP FMP Series - 267 - 1246 Days - Regular - Growth,,,11.829,,,2025-03-17,
,DSP FMP Series - 268 - 1281 Days - Direct - Growth,,,11.8531,,,2025-03-17,
,Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,22.23,,,2025-03-17,
,Nippon India Fixed Horizon Fund-XLV-Series 5-Direct Plan-Growth Option,,,11.8327,,,2025-03-17,
,Nippon India Fixed Horizon Fund-XLV-Series 5-Regular Plan-Payout of IDCW,,,11.7662,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP)-Series 74 (1243 Days)- Direct Plan- Income Distribution Cum Capital Withdrawal Payout,,,11.7502,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP)-Series 74 (1243 Days)- Regular Plan- Growth,,,11.7178,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP)-Series 74 (1243 Days)- Regular Plan- Income Distribution Cum Capital Withdrawal Payout,,,11.7178,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 76 (1221 Days) - Direct Plan - Growth,,,11.6691,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 76 (1221 Days) - Direct Plan - Income Distribution Cum Capital Withdrawal Payout,,,11.6691,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 76 (1221 Days) - Regular Plan - Growth,,,11.6379,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 76 (1221 Days) - Regular Plan - Income Distribution Cum Capital Withdrawal Payout,,,11.6379,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP)-Series 78 (1170 Days) Direct Plan- Growth,,,11.6535,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP)-Series 78 (1170 Days) Direct Plan- Income Distribution Cum Capital Withdrawal Payout,,,11.6526,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP)-Series 78 (1170 Days) Regular Plan- Growth,,,11.6216,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP)-Series 78 (1170 Days) Regular Plan- Income Distribution Cum Capital Withdrawal Payout,,,11.6212,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP)-Series 81 (1157 Days) Direct Plan- Growth,,,11.5592,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP)-Series 81 (1157 Days) Direct Plan- Income Distribution Cum Capital Withdrawal Payout,,,11.5589,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP)-Series 81 (1157 Days) Regular Plan- Growth,,,11.5294,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP)-Series 81 (1157 Days) Regular Plan- Income Distribution Cum Capital Withdrawal Payout,,,11.5294,,,2025-03-17,
,TRUSTMF FIXED MATURITY PLAN -SERIES II (1196 DAYS)-DIRECT PLAN -GROWTH,,,1177.0101,,,2025-03-17,
,TRUSTMF FIXED MATURITY PLAN -SERIES II (1196 DAYS)-REGULAR PLAN -GROWTH,,,1174.4186,,,2025-03-17,
,TRUSTMF FIXED MATURITY PLAN -SERIES II (1196 DAYS)-REGULAR PLAN -IDCW PAYOUT,,,1174.4183,,,2025-03-17,
,Union Fixed Maturity Plan - Series 13 - Direct Plan - Growth Option,,,11.5143,,,2025-03-17,
,Union Fixed Maturity Plan - Series 13 - Regular Plan - Growth Option,,,11.4464,,,2025-03-17,
,Union Fixed Maturity Plan - Series 13 - Regular Plan - IDCW Payout Option,,,11.4464,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP)-Series 74 (1243 Days)- Direct Plan- Growth,,,11.7503,,,2025-03-17,
,UTI Annual Interval Fund - I - ( Instn Growth Option ),,,35.1185,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 73 (1226 Days) - Regular Plan - IDCW Payout,,,11.7255,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 73 (1226 Days) - Direct Plan - IDCW Payout,,,11.7587,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 42 (1857 Days) Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.6742,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 42 (1857 Days) Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.5927,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) Series 42 (1857 Days) - Direct Plan - Growth,,,12.674,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) Series 42 (1857 Days) - Regular Plan - Growth,,,12.5927,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) Series 43 (1616 Days) - Direct Plan - Growth,,,12.5512,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) Series 43 (1616 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.5511,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) Series 43 (1616 Days) - Regular Plan - Growth,,,12.4816,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) Series 43 (1616 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.4816,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 44 (1855 Days) - Direct Plan - Growth,,,12.4893,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 44 (1855 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.4893,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 44 (1855 Days) - Regular Plan - Growth,,,12.423,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) Series 44 (1855 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.423,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) Series 45 (1840 Days) - Direct Plan - Growth,,,12.4925,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) Series 45 (1840 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.4925,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) Series 45 (1840 Days) - Regular Plan - Growth,,,12.4289,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) Series 45 (1840Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.4289,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP)-Series 72 (1239 Days) Direct Plan- Growth,,,11.7883,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP)-Series 72 (1239 Days) Direct Plan- Income Distribution Cum Capital Withdrawal Payout,,,11.7883,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP)-Series 72 (1239 Days) Regular Plan- Growth,,,11.754,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP)-Series 72 (1239 Days) Regular Plan- Income Distribution Cum Capital Withdrawal Payout,,,11.7539,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 73 (1226 Days) - Direct Plan - Growth,,,11.7588,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 73 (1226 Days) - Regular Plan - Growth,,,11.7256,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 79 (1170 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Payout,,,11.5721,,,2025-03-17,
,UTI Annual Interval Fund - I - Direct Plan - Dividend Option,,,11.4193,,,2025-03-17,
,UTI Annual Interval Fund - I - Regular Plan - Growth Option,,,33.7612,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-III (1176 Days) - Direct Plan - Growth Option,,,11.6696,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-III (1176 Days) - Direct Plan - Maturity IDCW Option,,,11.6696,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-III (1176 Days) - Direct Plan - Quarterly IDCW Option,,,11.6713,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-III (1176 Days) - Regular Plan - Annual IDCW Option,,,11.0696,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-III (1176 Days) - Regular Plan - Flexi IDCW Option,,,11.5783,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-III (1176 Days) - Regular Plan - Growth Option,,,11.5782,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-III (1176 Days) - Regular Plan - Quarterly IDCW Option,,,11.5792,,,2025-03-17,
,UTI Fixed Term Income Fund Series XXXVI - I (1574 Days) - Direct Plan - Growth Option,,,11.7981,,,2025-03-17,
,UTI Fixed Term Income Fund Series XXXVI - I (1574 Days) - Direct Plan - Payout of IDCW Option,,,11.2832,,,2025-03-17,
,UTI Fixed Term Income Fund Series XXXVI - I (1574 Days) - Regular Plan - Growth Option,,,11.7012,,,2025-03-17,
,UTI Fixed Term Income Fund Series XXXVI - I (1574 Days) - Regular Plan - Payout of IDCW Option,,,11.1884,,,2025-03-17,
,UTI Quarterly Interval Fund - I - Direct Plan - IDCW,,,11.094,,,2025-03-17,
,UTI Quarterly Interval Fund - I - Regular Plan - Growth Option,,,33.3028,,,2025-03-17,
,UTI Quarterly Interval Fund - I - Regular Plan - IDCW,,,11.0204,,,2025-03-17,
,UTI Quarterly Interval Fund - I -Direct Plan - Growth Option,,,34.047,,,2025-03-17,
,UTI Quarterly Interval Fund - II - Direct Plan - Growth Option,,,30.5859,,,2025-03-17,
,UTI Quarterly Interval Fund - II - Direct Plan - IDCW,,,11.0245,,,2025-03-17,
,UTI Quarterly Interval Fund - II - Regular Plan - Growth Option,,,29.8977,,,2025-03-17,
,UTI Quarterly Interval Fund - II - Regular Plan - IDCW,,,10.9735,,,2025-03-17,
,UTI Quarterly Interval Fund - III -Direct Plan - Growth Option,,,31.1797,,,2025-03-17,
,UTI Quarterly Interval Fund - III -Direct Plan - IDCW,,,11.117,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-III (1176 Days) - Direct Plan - Annual IDCW Option,,,11.158,,,2025-03-17,
,UTI Annual Interval Fund - I - Direct Plan - Growth Option,,,34.1555,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-II (1223 Days) - Regular Plan - Quarterly IDCW Option,,,11.6419,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-II (1223 Days) - Regular Plan - Growth Option,,,11.6418,,,2025-03-17,
,UTI Annual Interval Fund - I - Regular Plan - IDCW,,,11.0787,,,2025-03-17,
,UTI Annual Interval Fund - II - Direct Plan - Growth Option,,,33.7025,,,2025-03-17,
,UTI Annual Interval Fund - II - Direct Plan - IDCW,,,11.1699,,,2025-03-17,
,UTI Annual Interval Fund - II - Regular Plan - Growth Option,,,33.2629,,,2025-03-17,
,UTI Annual Interval Fund - II - Regular Plan - IDCW,,,11.1033,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-I (1260 Days) - Direct Plan - Annual IDCW Option,,,11.3572,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-I (1260 Days) - Direct Plan - Growth Option,,,11.8622,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-I (1260 Days) - Direct Plan - Maturity IDCW Option,,,11.8622,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-I (1260 Days) - Direct Plan - Quarterly IDCW Option,,,11.8622,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-I (1260 days) - Regular Plan - Annual IDCW Option,,,11.1323,,,2025-03-17,
